Given args
Namespace(coco_annotations='/hpi/fs00/share/fg-rabl/strassenburg/datasets/cutsom-coco-data/coco_meta.json', coco_root='/hpi/fs00/share/fg-rabl/strassenburg/datasets/cutsom-coco-data', deterministic=True, model='googlenet', num_epochs=50)
Pytorch Environment info
SystemEnv(torch_version='1.7.1', is_debug_build='False', cuda_compiled_version='11.0', gcc_version='(Ubuntu 9.3.0-17ubuntu1~20.04) 9.3.0', clang_version=None, cmake_version='version 3.19.3', os='Ubuntu 20.04.1 LTS (x86_64)', python_version='3.8 (64-bit runtime)', is_cuda_available='True', cuda_runtime_version=None, nvidia_driver_version='450.80.02', nvidia_gpu_models='GPU 0: A100-SXM4-40GB\nGPU 1: A100-SXM4-40GB\nGPU 2: A100-SXM4-40GB\nGPU 3: A100-SXM4-40GB\nGPU 4: A100-SXM4-40GB\nGPU 5: A100-SXM4-40GB\nGPU 6: A100-SXM4-40GB\nGPU 7: A100-SXM4-40GB', cudnn_version=None, pip_version='pip3', pip_packages='numpy==1.19.5\ntorch==1.7.1\ntorchaudio==0.7.0a0+a853dff\ntorchvision==0.8.2', conda_packages='_pytorch_select           0.1                       cpu_0  \nblas                      1.0                         mkl  \ncudatoolkit               11.0.221             h6bb024c_0  \nlibmklml                  2019.0.5                      0  \nmkl                       2020.2                      256  \nmkl-service               2.3.0            py38he904b0f_0  \nmkl_fft                   1.3.0            py38h54f3939_0  \nmkl_random                1.1.1            py38h0573a6f_0  \nnumpy                     1.19.5                   pypi_0    pypi\nnumpy-base                1.19.2           py38hfa32c7d_0  \npytorch                   1.7.1           py3.8_cuda11.0.221_cudnn8.0.5_0    pytorch\ntorchaudio                0.7.2                      py38    pytorch\ntorchvision               0.8.2                py38_cu110    pytorch', hip_compiled_version='N/A', hip_runtime_version='N/A', miopen_runtime_version='N/A')
Use mmlib set_deterministic()
START;epoch;epoch-0;batch-None;time.time_ns-1623250522922740345
START;batch-time;epoch-9;batch-29;time.time_ns-1623250948443267177
STOP;load_data;epoch-9;batch-29;time.time_ns-1623250948955465655
START;to_device;epoch-9;batch-29;time.time_ns-1623250948955478379
STOP;to_device;epoch-9;batch-29;time.time_ns-1623250948957961368
START;forward_path;epoch-9;batch-29;time.time_ns-1623250948957963301
STOP;forward_path;epoch-9;batch-29;time.time_ns-1623250948982242883
START;backward_path;epoch-9;batch-29;time.time_ns-1623250948982246921
STOP;backward_path;epoch-9;batch-29;time.time_ns-1623250949034954425
START;load_data;epoch-9;batch-30;time.time_ns-1623250949034959655
STOP;batch-time;epoch-9;batch-29;time.time_ns-1623250949034961088
START;batch-time;epoch-9;batch-30;time.time_ns-1623250949034962210
STOP;load_data;epoch-9;batch-30;time.time_ns-1623250949515820025
START;to_device;epoch-9;batch-30;time.time_ns-1623250949515832889
STOP;to_device;epoch-9;batch-30;time.time_ns-1623250949518309836
START;forward_path;epoch-9;batch-30;time.time_ns-1623250949518312080
STOP;forward_path;epoch-9;batch-30;time.time_ns-1623250949542466225
START;backward_path;epoch-9;batch-30;time.time_ns-1623250949542470954
STOP;backward_path;epoch-9;batch-30;time.time_ns-1623250949594991554
START;load_data;epoch-9;batch-31;time.time_ns-1623250949594996654
STOP;batch-time;epoch-9;batch-30;time.time_ns-1623250949594997896
START;batch-time;epoch-9;batch-31;time.time_ns-1623250949594998958
STOP;load_data;epoch-9;batch-31;time.time_ns-1623250950066643199
START;to_device;epoch-9;batch-31;time.time_ns-1623250950066656875
STOP;to_device;epoch-9;batch-31;time.time_ns-1623250950069134754
START;forward_path;epoch-9;batch-31;time.time_ns-1623250950069136878
STOP;forward_path;epoch-9;batch-31;time.time_ns-1623250950093741936
START;backward_path;epoch-9;batch-31;time.time_ns-1623250950093778315
STOP;backward_path;epoch-9;batch-31;time.time_ns-1623250950146509694
START;load_data;epoch-9;batch-32;time.time_ns-1623250950146514573
STOP;batch-time;epoch-9;batch-31;time.time_ns-1623250950146515955
START;batch-time;epoch-9;batch-32;time.time_ns-1623250950146517047
STOP;load_data;epoch-9;batch-32;time.time_ns-1623250950635096013
START;to_device;epoch-9;batch-32;time.time_ns-1623250950635111152
STOP;to_device;epoch-9;batch-32;time.time_ns-1623250950637386717
START;forward_path;epoch-9;batch-32;time.time_ns-1623250950637389011
STOP;forward_path;epoch-9;batch-32;time.time_ns-1623250950661666750
START;backward_path;epoch-9;batch-32;time.time_ns-1623250950661670577
STOP;backward_path;epoch-9;batch-32;time.time_ns-1623250950714535028
START;load_data;epoch-9;batch-33;time.time_ns-1623250950714540839
STOP;batch-time;epoch-9;batch-32;time.time_ns-1623250950714542152
START;batch-time;epoch-9;batch-33;time.time_ns-1623250950714543374
STOP;load_data;epoch-9;batch-33;time.time_ns-1623250951202357632
START;to_device;epoch-9;batch-33;time.time_ns-1623250951202371839
STOP;to_device;epoch-9;batch-33;time.time_ns-1623250951204651653
START;forward_path;epoch-9;batch-33;time.time_ns-1623250951204653777
STOP;forward_path;epoch-9;batch-33;time.time_ns-1623250951229340520
START;backward_path;epoch-9;batch-33;time.time_ns-1623250951229344557
STOP;backward_path;epoch-9;batch-33;time.time_ns-1623250951281696959
START;load_data;epoch-9;batch-34;time.time_ns-1623250951281702600
STOP;batch-time;epoch-9;batch-33;time.time_ns-1623250951281703792
START;batch-time;epoch-9;batch-34;time.time_ns-1623250951281704874
STOP;load_data;epoch-9;batch-34;time.time_ns-1623250951780826168
START;to_device;epoch-9;batch-34;time.time_ns-1623250951780839513
STOP;to_device;epoch-9;batch-34;time.time_ns-1623250951783315137
START;forward_path;epoch-9;batch-34;time.time_ns-1623250951783317963
STOP;forward_path;epoch-9;batch-34;time.time_ns-1623250951807391665
START;backward_path;epoch-9;batch-34;time.time_ns-1623250951807395392
STOP;backward_path;epoch-9;batch-34;time.time_ns-1623250951859758835
START;load_data;epoch-9;batch-35;time.time_ns-1623250951859764044
STOP;batch-time;epoch-9;batch-34;time.time_ns-1623250951859765748
START;batch-time;epoch-9;batch-35;time.time_ns-1623250951859766860
STOP;load_data;epoch-9;batch-35;time.time_ns-1623250952352936031
START;to_device;epoch-9;batch-35;time.time_ns-1623250952352948484
STOP;to_device;epoch-9;batch-35;time.time_ns-1623250952355436702
START;forward_path;epoch-9;batch-35;time.time_ns-1623250952355439578
STOP;forward_path;epoch-9;batch-35;time.time_ns-1623250952379767341
START;backward_path;epoch-9;batch-35;time.time_ns-1623250952379771278
STOP;backward_path;epoch-9;batch-35;time.time_ns-1623250952433088566
START;load_data;epoch-9;batch-36;time.time_ns-1623250952433093756
STOP;batch-time;epoch-9;batch-35;time.time_ns-1623250952433095259
START;batch-time;epoch-9;batch-36;time.time_ns-1623250952433096381
STOP;load_data;epoch-9;batch-36;time.time_ns-1623250952916974561
START;to_device;epoch-9;batch-36;time.time_ns-1623250952916988658
STOP;to_device;epoch-9;batch-36;time.time_ns-1623250952919257531
START;forward_path;epoch-9;batch-36;time.time_ns-1623250952919259535
STOP;forward_path;epoch-9;batch-36;time.time_ns-1623250952943533727
START;backward_path;epoch-9;batch-36;time.time_ns-1623250952943537965
STOP;backward_path;epoch-9;batch-36;time.time_ns-1623250952996297257
START;load_data;epoch-9;batch-37;time.time_ns-1623250952996302607
STOP;batch-time;epoch-9;batch-36;time.time_ns-1623250952996303879
START;batch-time;epoch-9;batch-37;time.time_ns-1623250952996305001
STOP;load_data;epoch-9;batch-37;time.time_ns-1623250953467161201
START;to_device;epoch-9;batch-37;time.time_ns-1623250953467172833
STOP;to_device;epoch-9;batch-37;time.time_ns-1623250953469641354
START;forward_path;epoch-9;batch-37;time.time_ns-1623250953469643388
STOP;forward_path;epoch-9;batch-37;time.time_ns-1623250953493597174
START;backward_path;epoch-9;batch-37;time.time_ns-1623250953493601141
STOP;backward_path;epoch-9;batch-37;time.time_ns-1623250953546052711
START;load_data;epoch-9;batch-38;time.time_ns-1623250953546058682
STOP;batch-time;epoch-9;batch-37;time.time_ns-1623250953546060074
START;batch-time;epoch-9;batch-38;time.time_ns-1623250953546061217
STOP;load_data;epoch-9;batch-38;time.time_ns-1623250954021615165
START;to_device;epoch-9;batch-38;time.time_ns-1623250954021630775
STOP;to_device;epoch-9;batch-38;time.time_ns-1623250954023896011
START;forward_path;epoch-9;batch-38;time.time_ns-1623250954023898196
STOP;forward_path;epoch-9;batch-38;time.time_ns-1623250954048254573
START;backward_path;epoch-9;batch-38;time.time_ns-1623250954048258581
STOP;backward_path;epoch-9;batch-38;time.time_ns-1623250954100785463
START;load_data;epoch-9;batch-39;time.time_ns-1623250954100790372
STOP;batch-time;epoch-9;batch-38;time.time_ns-1623250954100791895
START;batch-time;epoch-9;batch-39;time.time_ns-1623250954101005749
STOP;load_data;epoch-9;batch-39;time.time_ns-1623250954597419239
START;to_device;epoch-9;batch-39;time.time_ns-1623250954597432785
STOP;to_device;epoch-9;batch-39;time.time_ns-1623250954599903660
START;forward_path;epoch-9;batch-39;time.time_ns-1623250954599905704
STOP;forward_path;epoch-9;batch-39;time.time_ns-1623250954624069808
START;backward_path;epoch-9;batch-39;time.time_ns-1623250954624074056
STOP;backward_path;epoch-9;batch-39;time.time_ns-1623250954676513492
START;load_data;epoch-9;batch-40;time.time_ns-1623250954676518592
STOP;batch-time;epoch-9;batch-39;time.time_ns-1623250954676519964
START;batch-time;epoch-9;batch-40;time.time_ns-1623250954676727337
STOP;load_data;epoch-9;batch-40;time.time_ns-1623250955148219470
START;to_device;epoch-9;batch-40;time.time_ns-1623250955148231112
STOP;to_device;epoch-9;batch-40;time.time_ns-1623250955150718599
START;forward_path;epoch-9;batch-40;time.time_ns-1623250955150720532
STOP;forward_path;epoch-9;batch-40;time.time_ns-1623250955174550664
START;backward_path;epoch-9;batch-40;time.time_ns-1623250955174554722
STOP;backward_path;epoch-9;batch-40;time.time_ns-1623250955227306099
START;load_data;epoch-9;batch-41;time.time_ns-1623250955227311238
STOP;batch-time;epoch-9;batch-40;time.time_ns-1623250955227312531
START;batch-time;epoch-9;batch-41;time.time_ns-1623250955227313633
STOP;load_data;epoch-9;batch-41;time.time_ns-1623250955718454085
START;to_device;epoch-9;batch-41;time.time_ns-1623250955718467450
STOP;to_device;epoch-9;batch-41;time.time_ns-1623250955720926263
START;forward_path;epoch-9;batch-41;time.time_ns-1623250955720928216
STOP;forward_path;epoch-9;batch-41;time.time_ns-1623250955744892903
START;backward_path;epoch-9;batch-41;time.time_ns-1623250955744897020
STOP;backward_path;epoch-9;batch-41;time.time_ns-1623250955797185121
START;load_data;epoch-9;batch-42;time.time_ns-1623250955797190150
STOP;batch-time;epoch-9;batch-41;time.time_ns-1623250955797191423
START;batch-time;epoch-9;batch-42;time.time_ns-1623250955797192695
STOP;load_data;epoch-9;batch-42;time.time_ns-1623250956279256692
START;to_device;epoch-9;batch-42;time.time_ns-1623250956279270579
STOP;to_device;epoch-9;batch-42;time.time_ns-1623250956281758396
START;forward_path;epoch-9;batch-42;time.time_ns-1623250956281773835
STOP;forward_path;epoch-9;batch-42;time.time_ns-1623250956305660514
START;backward_path;epoch-9;batch-42;time.time_ns-1623250956305664602
STOP;backward_path;epoch-9;batch-42;time.time_ns-1623250956358378578
START;load_data;epoch-9;batch-43;time.time_ns-1623250956358383918
STOP;batch-time;epoch-9;batch-42;time.time_ns-1623250956358385551
START;batch-time;epoch-9;batch-43;time.time_ns-1623250956358386683
STOP;load_data;epoch-9;batch-43;time.time_ns-1623250956883377347
START;to_device;epoch-9;batch-43;time.time_ns-1623250956883391203
STOP;to_device;epoch-9;batch-43;time.time_ns-1623250956885686927
START;forward_path;epoch-9;batch-43;time.time_ns-1623250956885689131
STOP;forward_path;epoch-9;batch-43;time.time_ns-1623250956910162550
START;backward_path;epoch-9;batch-43;time.time_ns-1623250956910166648
STOP;backward_path;epoch-9;batch-43;time.time_ns-1623250956962872749
START;load_data;epoch-9;batch-44;time.time_ns-1623250956962877969
STOP;batch-time;epoch-9;batch-43;time.time_ns-1623250956963088136
START;batch-time;epoch-9;batch-44;time.time_ns-1623250956963089569
STOP;load_data;epoch-9;batch-44;time.time_ns-1623250957505199867
START;to_device;epoch-9;batch-44;time.time_ns-1623250957505214995
STOP;to_device;epoch-9;batch-44;time.time_ns-1623250957507497885
START;forward_path;epoch-9;batch-44;time.time_ns-1623250957507500240
STOP;forward_path;epoch-9;batch-44;time.time_ns-1623250957531671998
START;backward_path;epoch-9;batch-44;time.time_ns-1623250957531676176
STOP;backward_path;epoch-9;batch-44;time.time_ns-1623250957584248694
START;load_data;epoch-9;batch-45;time.time_ns-1623250957584253864
STOP;batch-time;epoch-9;batch-44;time.time_ns-1623250957584255296
START;batch-time;epoch-9;batch-45;time.time_ns-1623250957584256619
STOP;load_data;epoch-9;batch-45;time.time_ns-1623250958098063170
START;to_device;epoch-9;batch-45;time.time_ns-1623250958098076686
STOP;to_device;epoch-9;batch-45;time.time_ns-1623250958100571006
START;forward_path;epoch-9;batch-45;time.time_ns-1623250958100573109
STOP;forward_path;epoch-9;batch-45;time.time_ns-1623250958124603320
START;backward_path;epoch-9;batch-45;time.time_ns-1623250958124607597
STOP;backward_path;epoch-9;batch-45;time.time_ns-1623250958176827519
START;load_data;epoch-9;batch-46;time.time_ns-1623250958177161291
STOP;batch-time;epoch-9;batch-45;time.time_ns-1623250958177163114
START;batch-time;epoch-9;batch-46;time.time_ns-1623250958177164246
STOP;load_data;epoch-9;batch-46;time.time_ns-1623250958690760128
START;to_device;epoch-9;batch-46;time.time_ns-1623250958690777271
STOP;to_device;epoch-9;batch-46;time.time_ns-1623250958693304162
START;forward_path;epoch-9;batch-46;time.time_ns-1623250958693306496
STOP;forward_path;epoch-9;batch-46;time.time_ns-1623250958717339512
START;backward_path;epoch-9;batch-46;time.time_ns-1623250958717343560
STOP;backward_path;epoch-9;batch-46;time.time_ns-1623250958769926989
START;load_data;epoch-9;batch-47;time.time_ns-1623250958769932509
STOP;batch-time;epoch-9;batch-46;time.time_ns-1623250958769933942
START;batch-time;epoch-9;batch-47;time.time_ns-1623250958769935104
STOP;load_data;epoch-9;batch-47;time.time_ns-1623250959258294894
START;to_device;epoch-9;batch-47;time.time_ns-1623250959258312548
STOP;to_device;epoch-9;batch-47;time.time_ns-1623250959260778714
START;forward_path;epoch-9;batch-47;time.time_ns-1623250959260780949
STOP;forward_path;epoch-9;batch-47;time.time_ns-1623250959284856946
START;backward_path;epoch-9;batch-47;time.time_ns-1623250959284861094
STOP;backward_path;epoch-9;batch-47;time.time_ns-1623250959337434744
START;load_data;epoch-9;batch-48;time.time_ns-1623250959337439784
STOP;batch-time;epoch-9;batch-47;time.time_ns-1623250959337441156
START;batch-time;epoch-9;batch-48;time.time_ns-1623250959337442338
STOP;load_data;epoch-9;batch-48;time.time_ns-1623250959800515080
START;to_device;epoch-9;batch-48;time.time_ns-1623250959800532964
STOP;to_device;epoch-9;batch-48;time.time_ns-1623250959802894142
START;forward_path;epoch-9;batch-48;time.time_ns-1623250959802896887
STOP;forward_path;epoch-9;batch-48;time.time_ns-1623250959827247804
START;backward_path;epoch-9;batch-48;time.time_ns-1623250959827251882
STOP;backward_path;epoch-9;batch-48;time.time_ns-1623250959879680668
START;load_data;epoch-9;batch-49;time.time_ns-1623250959879686870
STOP;batch-time;epoch-9;batch-48;time.time_ns-1623250959879688773
START;batch-time;epoch-9;batch-49;time.time_ns-1623250959879689905
STOP;load_data;epoch-9;batch-49;time.time_ns-1623250960375524980
START;to_device;epoch-9;batch-49;time.time_ns-1623250960375541762
STOP;to_device;epoch-9;batch-49;time.time_ns-1623250960377833168
START;forward_path;epoch-9;batch-49;time.time_ns-1623250960377835352
STOP;forward_path;epoch-9;batch-49;time.time_ns-1623250960401988725
START;backward_path;epoch-9;batch-49;time.time_ns-1623250960401995338
STOP;backward_path;epoch-9;batch-49;time.time_ns-1623250960454437810
START;load_data;epoch-9;batch-50;time.time_ns-1623250960454443621
STOP;batch-time;epoch-9;batch-49;time.time_ns-1623250960454444994
START;batch-time;epoch-9;batch-50;time.time_ns-1623250960454446086
STOP;load_data;epoch-9;batch-50;time.time_ns-1623250960943293719
START;to_device;epoch-9;batch-50;time.time_ns-1623250960943309830
STOP;to_device;epoch-9;batch-50;time.time_ns-1623250960945795323
START;forward_path;epoch-9;batch-50;time.time_ns-1623250960945799270
STOP;forward_path;epoch-9;batch-50;time.time_ns-1623250960970322453
START;backward_path;epoch-9;batch-50;time.time_ns-1623250960970326231
STOP;backward_path;epoch-9;batch-50;time.time_ns-1623250961023305769
START;load_data;epoch-9;batch-51;time.time_ns-1623250961023311640
STOP;batch-time;epoch-9;batch-50;time.time_ns-1623250961023313003
START;batch-time;epoch-9;batch-51;time.time_ns-1623250961023314135
STOP;load_data;epoch-9;batch-51;time.time_ns-1623250961559468823
START;to_device;epoch-9;batch-51;time.time_ns-1623250961559486036
STOP;to_device;epoch-9;batch-51;time.time_ns-1623250961561787200
START;forward_path;epoch-9;batch-51;time.time_ns-1623250961561789795
STOP;forward_path;epoch-9;batch-51;time.time_ns-1623250961585989576
START;backward_path;epoch-9;batch-51;time.time_ns-1623250961585993894
STOP;backward_path;epoch-9;batch-51;time.time_ns-1623250961638432559
START;load_data;epoch-9;batch-52;time.time_ns-1623250961638438671
STOP;batch-time;epoch-9;batch-51;time.time_ns-1623250961638440064
START;batch-time;epoch-9;batch-52;time.time_ns-1623250961638441186
STOP;load_data;epoch-9;batch-52;time.time_ns-1623250962171383435
START;to_device;epoch-9;batch-52;time.time_ns-1623250962171400397
STOP;to_device;epoch-9;batch-52;time.time_ns-1623250962173916689
START;forward_path;epoch-9;batch-52;time.time_ns-1623250962173918973
STOP;forward_path;epoch-9;batch-52;time.time_ns-1623250962197962859
START;backward_path;epoch-9;batch-52;time.time_ns-1623250962197967468
STOP;backward_path;epoch-9;batch-52;time.time_ns-1623250962250780090
START;load_data;epoch-9;batch-53;time.time_ns-1623250962250785901
STOP;batch-time;epoch-9;batch-52;time.time_ns-1623250962250787414
START;batch-time;epoch-9;batch-53;time.time_ns-1623250962250788607
STOP;load_data;epoch-9;batch-53;time.time_ns-1623250962763455932
START;to_device;epoch-9;batch-53;time.time_ns-1623250962763473205
STOP;to_device;epoch-9;batch-53;time.time_ns-1623250962765775070
START;forward_path;epoch-9;batch-53;time.time_ns-1623250962765793545
STOP;forward_path;epoch-9;batch-53;time.time_ns-1623250962790151586
START;backward_path;epoch-9;batch-53;time.time_ns-1623250962790155623
STOP;backward_path;epoch-9;batch-53;time.time_ns-1623250962843130343
START;load_data;epoch-9;batch-54;time.time_ns-1623250962843135963
STOP;batch-time;epoch-9;batch-53;time.time_ns-1623250962843137316
START;batch-time;epoch-9;batch-54;time.time_ns-1623250962843138458
STOP;load_data;epoch-9;batch-54;time.time_ns-1623250963370114198
START;to_device;epoch-9;batch-54;time.time_ns-1623250963370131040
STOP;to_device;epoch-9;batch-54;time.time_ns-1623250963372433888
START;forward_path;epoch-9;batch-54;time.time_ns-1623250963372436102
STOP;forward_path;epoch-9;batch-54;time.time_ns-1623250963396626815
START;backward_path;epoch-9;batch-54;time.time_ns-1623250963396630583
STOP;backward_path;epoch-9;batch-54;time.time_ns-1623250963449198953
START;load_data;epoch-9;batch-55;time.time_ns-1623250963449204824
STOP;batch-time;epoch-9;batch-54;time.time_ns-1623250963449206267
START;batch-time;epoch-9;batch-55;time.time_ns-1623250963449207389
STOP;load_data;epoch-9;batch-55;time.time_ns-1623250963981989095
START;to_device;epoch-9;batch-55;time.time_ns-1623250963982003412
STOP;to_device;epoch-9;batch-55;time.time_ns-1623250963984312151
START;forward_path;epoch-9;batch-55;time.time_ns-1623250963984314636
STOP;forward_path;epoch-9;batch-55;time.time_ns-1623250964008603114
START;backward_path;epoch-9;batch-55;time.time_ns-1623250964008607202
STOP;backward_path;epoch-9;batch-55;time.time_ns-1623250964060970675
START;load_data;epoch-9;batch-56;time.time_ns-1623250964060976115
STOP;batch-time;epoch-9;batch-55;time.time_ns-1623250964060977508
START;batch-time;epoch-9;batch-56;time.time_ns-1623250964060978610
STOP;load_data;epoch-9;batch-56;time.time_ns-1623250964596797913
START;to_device;epoch-9;batch-56;time.time_ns-1623250964596829824
STOP;to_device;epoch-9;batch-56;time.time_ns-1623250964599120909
START;forward_path;epoch-9;batch-56;time.time_ns-1623250964599123274
STOP;forward_path;epoch-9;batch-56;time.time_ns-1623250964623344946
START;backward_path;epoch-9;batch-56;time.time_ns-1623250964623349004
STOP;backward_path;epoch-9;batch-56;time.time_ns-1623250964676193627
START;load_data;epoch-9;batch-57;time.time_ns-1623250964676199738
STOP;batch-time;epoch-9;batch-56;time.time_ns-1623250964676201332
START;batch-time;epoch-9;batch-57;time.time_ns-1623250964676202484
STOP;load_data;epoch-9;batch-57;time.time_ns-1623250965167898297
START;to_device;epoch-9;batch-57;time.time_ns-1623250965167911993
STOP;to_device;epoch-9;batch-57;time.time_ns-1623250965170206003
START;forward_path;epoch-9;batch-57;time.time_ns-1623250965170208017
STOP;forward_path;epoch-9;batch-57;time.time_ns-1623250965194432855
START;backward_path;epoch-9;batch-57;time.time_ns-1623250965194436863
STOP;backward_path;epoch-9;batch-57;time.time_ns-1623250965247086397
START;load_data;epoch-9;batch-58;time.time_ns-1623250965247305281
STOP;batch-time;epoch-9;batch-57;time.time_ns-1623250965247306814
START;batch-time;epoch-9;batch-58;time.time_ns-1623250965247307916
STOP;load_data;epoch-9;batch-58;time.time_ns-1623250965740923812
START;to_device;epoch-9;batch-58;time.time_ns-1623250965740937268
STOP;to_device;epoch-9;batch-58;time.time_ns-1623250965743221730
START;forward_path;epoch-9;batch-58;time.time_ns-1623250965743223994
STOP;forward_path;epoch-9;batch-58;time.time_ns-1623250965767355888
START;backward_path;epoch-9;batch-58;time.time_ns-1623250965767360256
STOP;backward_path;epoch-9;batch-58;time.time_ns-1623250965819835740
START;load_data;epoch-9;batch-59;time.time_ns-1623250965819841461
STOP;batch-time;epoch-9;batch-58;time.time_ns-1623250965819842854
START;batch-time;epoch-9;batch-59;time.time_ns-1623250965819844347
STOP;load_data;epoch-9;batch-59;time.time_ns-1623250966302137487
START;to_device;epoch-9;batch-59;time.time_ns-1623250966302150682
STOP;to_device;epoch-9;batch-59;time.time_ns-1623250966304446016
START;forward_path;epoch-9;batch-59;time.time_ns-1623250966304448160
STOP;forward_path;epoch-9;batch-59;time.time_ns-1623250966328775201
START;backward_path;epoch-9;batch-59;time.time_ns-1623250966328779149
STOP;backward_path;epoch-9;batch-59;time.time_ns-1623250966381277998
START;load_data;epoch-9;batch-60;time.time_ns-1623250966381282957
STOP;batch-time;epoch-9;batch-59;time.time_ns-1623250966381284159
START;batch-time;epoch-9;batch-60;time.time_ns-1623250966381285632
STOP;load_data;epoch-9;batch-60;time.time_ns-1623250966886241696
START;to_device;epoch-9;batch-60;time.time_ns-1623250966886253759
STOP;to_device;epoch-9;batch-60;time.time_ns-1623250966888540937
START;forward_path;epoch-9;batch-60;time.time_ns-1623250966888542971
STOP;forward_path;epoch-9;batch-60;time.time_ns-1623250966912730779
START;backward_path;epoch-9;batch-60;time.time_ns-1623250966912734747
STOP;backward_path;epoch-9;batch-60;time.time_ns-1623250966965817100
START;load_data;epoch-9;batch-61;time.time_ns-1623250966965822330
STOP;batch-time;epoch-9;batch-60;time.time_ns-1623250966965823743
START;batch-time;epoch-9;batch-61;time.time_ns-1623250966965824834
STOP;load_data;epoch-9;batch-61;time.time_ns-1623250967460642334
START;to_device;epoch-9;batch-61;time.time_ns-1623250967460658004
STOP;to_device;epoch-9;batch-61;time.time_ns-1623250967462968225
START;forward_path;epoch-9;batch-61;time.time_ns-1623250967462970479
STOP;forward_path;epoch-9;batch-61;time.time_ns-1623250967487087313
START;backward_path;epoch-9;batch-61;time.time_ns-1623250967487091361
STOP;backward_path;epoch-9;batch-61;time.time_ns-1623250967539678407
START;load_data;epoch-9;batch-62;time.time_ns-1623250967539684478
STOP;batch-time;epoch-9;batch-61;time.time_ns-1623250967539687865
START;batch-time;epoch-9;batch-62;time.time_ns-1623250967539689238
STOP;load_data;epoch-9;batch-62;time.time_ns-1623250968080146888
START;to_device;epoch-9;batch-62;time.time_ns-1623250968080161956
STOP;to_device;epoch-9;batch-62;time.time_ns-1623250968082458983
START;forward_path;epoch-9;batch-62;time.time_ns-1623250968082461237
STOP;forward_path;epoch-9;batch-62;time.time_ns-1623250968106738335
START;backward_path;epoch-9;batch-62;time.time_ns-1623250968106742823
STOP;backward_path;epoch-9;batch-62;time.time_ns-1623250968159251370
START;load_data;epoch-9;batch-63;time.time_ns-1623250968159256630
STOP;batch-time;epoch-9;batch-62;time.time_ns-1623250968159258063
START;batch-time;epoch-9;batch-63;time.time_ns-1623250968159259165
STOP;load_data;epoch-9;batch-63;time.time_ns-1623250968698257834
START;to_device;epoch-9;batch-63;time.time_ns-1623250968698271931
STOP;to_device;epoch-9;batch-63;time.time_ns-1623250968700591410
START;forward_path;epoch-9;batch-63;time.time_ns-1623250968700593885
STOP;forward_path;epoch-9;batch-63;time.time_ns-1623250968724684750
START;backward_path;epoch-9;batch-63;time.time_ns-1623250968724718704
STOP;backward_path;epoch-9;batch-63;time.time_ns-1623250968777135758
START;load_data;epoch-9;batch-64;time.time_ns-1623250968777140698
STOP;batch-time;epoch-9;batch-63;time.time_ns-1623250968777142100
START;batch-time;epoch-9;batch-64;time.time_ns-1623250968777143443
STOP;load_data;epoch-9;batch-64;time.time_ns-1623250969308225372
START;to_device;epoch-9;batch-64;time.time_ns-1623250969308239780
STOP;to_device;epoch-9;batch-64;time.time_ns-1623250969310541826
START;forward_path;epoch-9;batch-64;time.time_ns-1623250969310543959
STOP;forward_path;epoch-9;batch-64;time.time_ns-1623250969334702623
START;backward_path;epoch-9;batch-64;time.time_ns-1623250969334708193
STOP;backward_path;epoch-9;batch-64;time.time_ns-1623250969387253660
START;load_data;epoch-9;batch-65;time.time_ns-1623250969387260142
STOP;batch-time;epoch-9;batch-64;time.time_ns-1623250969387261676
START;batch-time;epoch-9;batch-65;time.time_ns-1623250969387263048
STOP;load_data;epoch-9;batch-65;time.time_ns-1623250969916245425
START;to_device;epoch-9;batch-65;time.time_ns-1623250969916259812
STOP;to_device;epoch-9;batch-65;time.time_ns-1623250969918582888
START;forward_path;epoch-9;batch-65;time.time_ns-1623250969918584922
STOP;forward_path;epoch-9;batch-65;time.time_ns-1623250969942975043
START;backward_path;epoch-9;batch-65;time.time_ns-1623250969942979481
STOP;backward_path;epoch-9;batch-65;time.time_ns-1623250969995769762
START;load_data;epoch-9;batch-66;time.time_ns-1623250969995774972
STOP;batch-time;epoch-9;batch-65;time.time_ns-1623250969995776324
START;batch-time;epoch-9;batch-66;time.time_ns-1623250969995777436
STOP;load_data;epoch-9;batch-66;time.time_ns-1623250970540742435
START;to_device;epoch-9;batch-66;time.time_ns-1623250970540756742
STOP;to_device;epoch-9;batch-66;time.time_ns-1623250970543058328
START;forward_path;epoch-9;batch-66;time.time_ns-1623250970543060642
STOP;forward_path;epoch-9;batch-66;time.time_ns-1623250970567157058
START;backward_path;epoch-9;batch-66;time.time_ns-1623250970567161065
STOP;backward_path;epoch-9;batch-66;time.time_ns-1623250970619807724
START;load_data;epoch-9;batch-67;time.time_ns-1623250970619812784
STOP;batch-time;epoch-9;batch-66;time.time_ns-1623250970619814266
START;batch-time;epoch-9;batch-67;time.time_ns-1623250970620023102
STOP;load_data;epoch-9;batch-67;time.time_ns-1623250971161585993
START;to_device;epoch-9;batch-67;time.time_ns-1623250971161600360
STOP;to_device;epoch-9;batch-67;time.time_ns-1623250971164122112
START;forward_path;epoch-9;batch-67;time.time_ns-1623250971164124496
STOP;forward_path;epoch-9;batch-67;time.time_ns-1623250971188163503
START;backward_path;epoch-9;batch-67;time.time_ns-1623250971188167531
