Given args
Namespace(coco_annotations='/Users/nils/Studium/master-thesis/repo/tmp/cutsom-coco-data/coco_meta.json', coco_root='/Users/nils/Studium/master-thesis/repo/tmp/cutsom-coco-data', deterministic=True, model='mobilenet', num_epochs=3)
Pytorch Environment info
SystemEnv(torch_version='1.7.1', is_debug_build='False', cuda_compiled_version=None, gcc_version=None, clang_version='12.0.0 (clang-1200.0.32.28)', cmake_version=None, os='macOS 10.15.7 (x86_64)', python_version='3.8 (64-bit runtime)', is_cuda_available='False', cuda_runtime_version=None, nvidia_driver_version=None, nvidia_gpu_models=None, cudnn_version=None, pip_version='pip3', pip_packages='numpy==1.19.5\ntorch==1.7.1\ntorchsummary==1.5.1\ntorchvision==0.8.2', conda_packages=None, hip_compiled_version='N/A', hip_runtime_version='N/A', miopen_runtime_version='N/A')
Use mmlib set_deterministic()
START;epoch;epoch-0;batch-None;time.time_ns-1619263024987902000
START;backward_path;epoch-0;batch-48;time.time_ns-1619263488420753000
STOP;backward_path;epoch-0;batch-48;time.time_ns-1619263493804374000
START;load_data;epoch-0;batch-49;time.time_ns-1619263493804387000
STOP;load_data;epoch-0;batch-49;time.time_ns-1619263494433828000
START;to_device;epoch-0;batch-49;time.time_ns-1619263494433839000
STOP;to_device;epoch-0;batch-49;time.time_ns-1619263494433849000
START;forward_path;epoch-0;batch-49;time.time_ns-1619263494433851000
STOP;forward_path;epoch-0;batch-49;time.time_ns-1619263497783611000
START;backward_path;epoch-0;batch-49;time.time_ns-1619263497783622000
STOP;backward_path;epoch-0;batch-49;time.time_ns-1619263503167051000
START;load_data;epoch-0;batch-50;time.time_ns-1619263503167065000
STOP;load_data;epoch-0;batch-50;time.time_ns-1619263503778102000
START;to_device;epoch-0;batch-50;time.time_ns-1619263503778117000
STOP;to_device;epoch-0;batch-50;time.time_ns-1619263503778126000
START;forward_path;epoch-0;batch-50;time.time_ns-1619263503778128000
STOP;forward_path;epoch-0;batch-50;time.time_ns-1619263507121254000
START;backward_path;epoch-0;batch-50;time.time_ns-1619263507121265000
STOP;backward_path;epoch-0;batch-50;time.time_ns-1619263512492701000
START;load_data;epoch-0;batch-51;time.time_ns-1619263512492713000
STOP;load_data;epoch-0;batch-51;time.time_ns-1619263513123139000
START;to_device;epoch-0;batch-51;time.time_ns-1619263513123150000
STOP;to_device;epoch-0;batch-51;time.time_ns-1619263513123159000
START;forward_path;epoch-0;batch-51;time.time_ns-1619263513123161000
STOP;forward_path;epoch-0;batch-51;time.time_ns-1619263516467779000
START;backward_path;epoch-0;batch-51;time.time_ns-1619263516467790000
STOP;backward_path;epoch-0;batch-51;time.time_ns-1619263521875400000
START;load_data;epoch-0;batch-52;time.time_ns-1619263521875411000
STOP;load_data;epoch-0;batch-52;time.time_ns-1619263522519011000
START;to_device;epoch-0;batch-52;time.time_ns-1619263522519023000
STOP;to_device;epoch-0;batch-52;time.time_ns-1619263522519033000
START;forward_path;epoch-0;batch-52;time.time_ns-1619263522519034000
STOP;forward_path;epoch-0;batch-52;time.time_ns-1619263525878050000
START;backward_path;epoch-0;batch-52;time.time_ns-1619263525878061000
STOP;backward_path;epoch-0;batch-52;time.time_ns-1619263531315662000
START;load_data;epoch-0;batch-53;time.time_ns-1619263531315673000
STOP;load_data;epoch-0;batch-53;time.time_ns-1619263531957378000
START;to_device;epoch-0;batch-53;time.time_ns-1619263531957390000
STOP;to_device;epoch-0;batch-53;time.time_ns-1619263531957399000
START;forward_path;epoch-0;batch-53;time.time_ns-1619263531957401000
STOP;forward_path;epoch-0;batch-53;time.time_ns-1619263535277495000
START;backward_path;epoch-0;batch-53;time.time_ns-1619263535277506000
STOP;backward_path;epoch-0;batch-53;time.time_ns-1619263540656695000
START;load_data;epoch-0;batch-54;time.time_ns-1619263540656707000
STOP;load_data;epoch-0;batch-54;time.time_ns-1619263541283953000
START;to_device;epoch-0;batch-54;time.time_ns-1619263541283964000
STOP;to_device;epoch-0;batch-54;time.time_ns-1619263541283973000
START;forward_path;epoch-0;batch-54;time.time_ns-1619263541283975000
STOP;forward_path;epoch-0;batch-54;time.time_ns-1619263544628578000
START;backward_path;epoch-0;batch-54;time.time_ns-1619263544628588000
STOP;backward_path;epoch-0;batch-54;time.time_ns-1619263550028961000
START;load_data;epoch-0;batch-55;time.time_ns-1619263550028972000
STOP;load_data;epoch-0;batch-55;time.time_ns-1619263550636756000
START;to_device;epoch-0;batch-55;time.time_ns-1619263550636768000
STOP;to_device;epoch-0;batch-55;time.time_ns-1619263550636781000
START;forward_path;epoch-0;batch-55;time.time_ns-1619263550636783000
STOP;forward_path;epoch-0;batch-55;time.time_ns-1619263553959096000
START;backward_path;epoch-0;batch-55;time.time_ns-1619263553959107000
STOP;backward_path;epoch-0;batch-55;time.time_ns-1619263559363870000
START;load_data;epoch-0;batch-56;time.time_ns-1619263559363882000
STOP;load_data;epoch-0;batch-56;time.time_ns-1619263560019711000
START;to_device;epoch-0;batch-56;time.time_ns-1619263560019723000
STOP;to_device;epoch-0;batch-56;time.time_ns-1619263560019732000
START;forward_path;epoch-0;batch-56;time.time_ns-1619263560019734000
STOP;forward_path;epoch-0;batch-56;time.time_ns-1619263563465688000
START;backward_path;epoch-0;batch-56;time.time_ns-1619263563465699000
STOP;backward_path;epoch-0;batch-56;time.time_ns-1619263568845295000
START;load_data;epoch-0;batch-57;time.time_ns-1619263568845307000
STOP;load_data;epoch-0;batch-57;time.time_ns-1619263569450502000
START;to_device;epoch-0;batch-57;time.time_ns-1619263569450515000
STOP;to_device;epoch-0;batch-57;time.time_ns-1619263569450525000
START;forward_path;epoch-0;batch-57;time.time_ns-1619263569450526000
STOP;forward_path;epoch-0;batch-57;time.time_ns-1619263572774828000
START;backward_path;epoch-0;batch-57;time.time_ns-1619263572774839000
STOP;backward_path;epoch-0;batch-57;time.time_ns-1619263578197897000
START;load_data;epoch-0;batch-58;time.time_ns-1619263578197909000
STOP;load_data;epoch-0;batch-58;time.time_ns-1619263578825178000
START;to_device;epoch-0;batch-58;time.time_ns-1619263578825193000
STOP;to_device;epoch-0;batch-58;time.time_ns-1619263578825204000
START;forward_path;epoch-0;batch-58;time.time_ns-1619263578825207000
STOP;forward_path;epoch-0;batch-58;time.time_ns-1619263582159620000
START;backward_path;epoch-0;batch-58;time.time_ns-1619263582159631000
STOP;backward_path;epoch-0;batch-58;time.time_ns-1619263587548565000
START;load_data;epoch-0;batch-59;time.time_ns-1619263587548576000
STOP;load_data;epoch-0;batch-59;time.time_ns-1619263588219225000
START;to_device;epoch-0;batch-59;time.time_ns-1619263588219248000
STOP;to_device;epoch-0;batch-59;time.time_ns-1619263588219261000
START;forward_path;epoch-0;batch-59;time.time_ns-1619263588219675000
STOP;forward_path;epoch-0;batch-59;time.time_ns-1619263591573984000
START;backward_path;epoch-0;batch-59;time.time_ns-1619263591573994000
STOP;backward_path;epoch-0;batch-59;time.time_ns-1619263596956095000
START;load_data;epoch-0;batch-60;time.time_ns-1619263596956107000
STOP;load_data;epoch-0;batch-60;time.time_ns-1619263597571577000
START;to_device;epoch-0;batch-60;time.time_ns-1619263597571588000
STOP;to_device;epoch-0;batch-60;time.time_ns-1619263597571597000
START;forward_path;epoch-0;batch-60;time.time_ns-1619263597571599000
STOP;forward_path;epoch-0;batch-60;time.time_ns-1619263600907710000
START;backward_path;epoch-0;batch-60;time.time_ns-1619263600907721000
STOP;backward_path;epoch-0;batch-60;time.time_ns-1619263606336783000
START;load_data;epoch-0;batch-61;time.time_ns-1619263606336796000
STOP;load_data;epoch-0;batch-61;time.time_ns-1619263606989698000
START;to_device;epoch-0;batch-61;time.time_ns-1619263606989710000
STOP;to_device;epoch-0;batch-61;time.time_ns-1619263606989719000
START;forward_path;epoch-0;batch-61;time.time_ns-1619263606989721000
STOP;forward_path;epoch-0;batch-61;time.time_ns-1619263610334055000
START;backward_path;epoch-0;batch-61;time.time_ns-1619263610334066000
STOP;backward_path;epoch-0;batch-61;time.time_ns-1619263615751482000
START;load_data;epoch-0;batch-62;time.time_ns-1619263615751494000
STOP;load_data;epoch-0;batch-62;time.time_ns-1619263616353231000
START;to_device;epoch-0;batch-62;time.time_ns-1619263616353243000
STOP;to_device;epoch-0;batch-62;time.time_ns-1619263616353252000
START;forward_path;epoch-0;batch-62;time.time_ns-1619263616353254000
STOP;forward_path;epoch-0;batch-62;time.time_ns-1619263619698567000
START;backward_path;epoch-0;batch-62;time.time_ns-1619263619698578000
STOP;backward_path;epoch-0;batch-62;time.time_ns-1619263625068784000
START;load_data;epoch-0;batch-63;time.time_ns-1619263625068795000
STOP;load_data;epoch-0;batch-63;time.time_ns-1619263625721117000
START;to_device;epoch-0;batch-63;time.time_ns-1619263625721129000
STOP;to_device;epoch-0;batch-63;time.time_ns-1619263625721139000
START;forward_path;epoch-0;batch-63;time.time_ns-1619263625721141000
STOP;forward_path;epoch-0;batch-63;time.time_ns-1619263629043184000
START;backward_path;epoch-0;batch-63;time.time_ns-1619263629043194000
STOP;backward_path;epoch-0;batch-63;time.time_ns-1619263634398155000
START;load_data;epoch-0;batch-64;time.time_ns-1619263634398167000
STOP;load_data;epoch-0;batch-64;time.time_ns-1619263635049353000
START;to_device;epoch-0;batch-64;time.time_ns-1619263635049365000
STOP;to_device;epoch-0;batch-64;time.time_ns-1619263635049374000
START;forward_path;epoch-0;batch-64;time.time_ns-1619263635049375000
STOP;forward_path;epoch-0;batch-64;time.time_ns-1619263638396395000
START;backward_path;epoch-0;batch-64;time.time_ns-1619263638396406000
STOP;backward_path;epoch-0;batch-64;time.time_ns-1619263643794969000
START;load_data;epoch-0;batch-65;time.time_ns-1619263643794981000
STOP;load_data;epoch-0;batch-65;time.time_ns-1619263644442263000
START;to_device;epoch-0;batch-65;time.time_ns-1619263644442276000
STOP;to_device;epoch-0;batch-65;time.time_ns-1619263644442286000
START;forward_path;epoch-0;batch-65;time.time_ns-1619263644442288000
STOP;forward_path;epoch-0;batch-65;time.time_ns-1619263647781367000
START;backward_path;epoch-0;batch-65;time.time_ns-1619263647781379000
STOP;backward_path;epoch-0;batch-65;time.time_ns-1619263653154481000
START;load_data;epoch-0;batch-66;time.time_ns-1619263653154492000
STOP;load_data;epoch-0;batch-66;time.time_ns-1619263653785458000
START;to_device;epoch-0;batch-66;time.time_ns-1619263653785476000
STOP;to_device;epoch-0;batch-66;time.time_ns-1619263653785490000
START;forward_path;epoch-0;batch-66;time.time_ns-1619263653785492000
STOP;forward_path;epoch-0;batch-66;time.time_ns-1619263657136053000
START;backward_path;epoch-0;batch-66;time.time_ns-1619263657136063000
STOP;backward_path;epoch-0;batch-66;time.time_ns-1619263662548869000
START;load_data;epoch-0;batch-67;time.time_ns-1619263662548881000
STOP;load_data;epoch-0;batch-67;time.time_ns-1619263663167889000
START;to_device;epoch-0;batch-67;time.time_ns-1619263663167900000
STOP;to_device;epoch-0;batch-67;time.time_ns-1619263663167918000
START;forward_path;epoch-0;batch-67;time.time_ns-1619263663167920000
STOP;forward_path;epoch-0;batch-67;time.time_ns-1619263666508196000
START;backward_path;epoch-0;batch-67;time.time_ns-1619263666508207000
STOP;backward_path;epoch-0;batch-67;time.time_ns-1619263671879596000
START;load_data;epoch-0;batch-68;time.time_ns-1619263671879608000
STOP;load_data;epoch-0;batch-68;time.time_ns-1619263672510682000
START;to_device;epoch-0;batch-68;time.time_ns-1619263672510694000
STOP;to_device;epoch-0;batch-68;time.time_ns-1619263672510703000
START;forward_path;epoch-0;batch-68;time.time_ns-1619263672510705000
STOP;forward_path;epoch-0;batch-68;time.time_ns-1619263675854957000
START;backward_path;epoch-0;batch-68;time.time_ns-1619263675854968000
STOP;backward_path;epoch-0;batch-68;time.time_ns-1619263681203777000
START;load_data;epoch-0;batch-69;time.time_ns-1619263681203789000
STOP;load_data;epoch-0;batch-69;time.time_ns-1619263681831355000
START;to_device;epoch-0;batch-69;time.time_ns-1619263681831367000
STOP;to_device;epoch-0;batch-69;time.time_ns-1619263681831376000
START;forward_path;epoch-0;batch-69;time.time_ns-1619263681831378000
STOP;forward_path;epoch-0;batch-69;time.time_ns-1619263685185497000
START;backward_path;epoch-0;batch-69;time.time_ns-1619263685185508000
STOP;backward_path;epoch-0;batch-69;time.time_ns-1619263690558123000
START;load_data;epoch-0;batch-70;time.time_ns-1619263690558135000
STOP;load_data;epoch-0;batch-70;time.time_ns-1619263691198399000
START;to_device;epoch-0;batch-70;time.time_ns-1619263691198411000
STOP;to_device;epoch-0;batch-70;time.time_ns-1619263691198420000
START;forward_path;epoch-0;batch-70;time.time_ns-1619263691198422000
STOP;forward_path;epoch-0;batch-70;time.time_ns-1619263694551567000
START;backward_path;epoch-0;batch-70;time.time_ns-1619263694551578000
STOP;backward_path;epoch-0;batch-70;time.time_ns-1619263699956716000
START;load_data;epoch-0;batch-71;time.time_ns-1619263699956728000
STOP;load_data;epoch-0;batch-71;time.time_ns-1619263700575303000
START;to_device;epoch-0;batch-71;time.time_ns-1619263700575315000
STOP;to_device;epoch-0;batch-71;time.time_ns-1619263700575324000
START;forward_path;epoch-0;batch-71;time.time_ns-1619263700575326000
STOP;forward_path;epoch-0;batch-71;time.time_ns-1619263703899008000
START;backward_path;epoch-0;batch-71;time.time_ns-1619263703899019000
STOP;backward_path;epoch-0;batch-71;time.time_ns-1619263709300693000
START;load_data;epoch-0;batch-72;time.time_ns-1619263709300705000
STOP;load_data;epoch-0;batch-72;time.time_ns-1619263709935066000
START;to_device;epoch-0;batch-72;time.time_ns-1619263709935084000
STOP;to_device;epoch-0;batch-72;time.time_ns-1619263709935097000
START;forward_path;epoch-0;batch-72;time.time_ns-1619263709935101000
STOP;forward_path;epoch-0;batch-72;time.time_ns-1619263713266673000
START;backward_path;epoch-0;batch-72;time.time_ns-1619263713266684000
STOP;backward_path;epoch-0;batch-72;time.time_ns-1619263718654681000
START;load_data;epoch-0;batch-73;time.time_ns-1619263718654693000
STOP;load_data;epoch-0;batch-73;time.time_ns-1619263719275603000
START;to_device;epoch-0;batch-73;time.time_ns-1619263719275614000
STOP;to_device;epoch-0;batch-73;time.time_ns-1619263719275623000
START;forward_path;epoch-0;batch-73;time.time_ns-1619263719275625000
STOP;forward_path;epoch-0;batch-73;time.time_ns-1619263722609553000
START;backward_path;epoch-0;batch-73;time.time_ns-1619263722609564000
STOP;backward_path;epoch-0;batch-73;time.time_ns-1619263728028553000
START;load_data;epoch-0;batch-74;time.time_ns-1619263728028565000
STOP;load_data;epoch-0;batch-74;time.time_ns-1619263728665098000
START;to_device;epoch-0;batch-74;time.time_ns-1619263728665110000
STOP;to_device;epoch-0;batch-74;time.time_ns-1619263728665120000
START;forward_path;epoch-0;batch-74;time.time_ns-1619263728665124000
STOP;forward_path;epoch-0;batch-74;time.time_ns-1619263732025146000
START;backward_path;epoch-0;batch-74;time.time_ns-1619263732025993000
STOP;backward_path;epoch-0;batch-74;time.time_ns-1619263737452691000
START;load_data;epoch-0;batch-75;time.time_ns-1619263737452702000
STOP;load_data;epoch-0;batch-75;time.time_ns-1619263738084310000
START;to_device;epoch-0;batch-75;time.time_ns-1619263738084322000
STOP;to_device;epoch-0;batch-75;time.time_ns-1619263738084331000
START;forward_path;epoch-0;batch-75;time.time_ns-1619263738084333000
STOP;forward_path;epoch-0;batch-75;time.time_ns-1619263741420930000
START;backward_path;epoch-0;batch-75;time.time_ns-1619263741420942000
STOP;backward_path;epoch-0;batch-75;time.time_ns-1619263746774999000
START;load_data;epoch-0;batch-76;time.time_ns-1619263746775010000
STOP;load_data;epoch-0;batch-76;time.time_ns-1619263747395917000
START;to_device;epoch-0;batch-76;time.time_ns-1619263747395928000
STOP;to_device;epoch-0;batch-76;time.time_ns-1619263747395937000
START;forward_path;epoch-0;batch-76;time.time_ns-1619263747395939000
STOP;forward_path;epoch-0;batch-76;time.time_ns-1619263750714355000
START;backward_path;epoch-0;batch-76;time.time_ns-1619263750714365000
STOP;backward_path;epoch-0;batch-76;time.time_ns-1619263756083825000
START;load_data;epoch-0;batch-77;time.time_ns-1619263756083836000
STOP;load_data;epoch-0;batch-77;time.time_ns-1619263756705060000
START;to_device;epoch-0;batch-77;time.time_ns-1619263756705072000
STOP;to_device;epoch-0;batch-77;time.time_ns-1619263756705082000
START;forward_path;epoch-0;batch-77;time.time_ns-1619263756705084000
STOP;forward_path;epoch-0;batch-77;time.time_ns-1619263760017433000
START;backward_path;epoch-0;batch-77;time.time_ns-1619263760017453000
STOP;backward_path;epoch-0;batch-77;time.time_ns-1619263765406422000
START;load_data;epoch-0;batch-78;time.time_ns-1619263765406434000
STOP;load_data;epoch-0;batch-78;time.time_ns-1619263765563635000
START;to_device;epoch-0;batch-78;time.time_ns-1619263765563646000
STOP;to_device;epoch-0;batch-78;time.time_ns-1619263765563654000
START;forward_path;epoch-0;batch-78;time.time_ns-1619263765563655000
STOP;forward_path;epoch-0;batch-78;time.time_ns-1619263766161468000
START;backward_path;epoch-0;batch-78;time.time_ns-1619263766161479000
STOP;backward_path;epoch-0;batch-78;time.time_ns-1619263767044675000
START;load_data;epoch-0;batch-79;time.time_ns-1619263767044688000
STOP;epoch;epoch-0;batch-None;time.time_ns-1619263767047177000
START;epoch;epoch-1;batch-None;time.time_ns-1619263767047183000
START;load_data;epoch-1;batch-0;time.time_ns-1619263767047929000
STOP;load_data;epoch-1;batch-0;time.time_ns-1619263767637304000
START;to_device;epoch-1;batch-0;time.time_ns-1619263767637316000
STOP;to_device;epoch-1;batch-0;time.time_ns-1619263767637325000
START;forward_path;epoch-1;batch-0;time.time_ns-1619263767637327000
STOP;forward_path;epoch-1;batch-0;time.time_ns-1619263770976090000
START;backward_path;epoch-1;batch-0;time.time_ns-1619263770976101000
STOP;backward_path;epoch-1;batch-0;time.time_ns-1619263776345255000
START;load_data;epoch-1;batch-1;time.time_ns-1619263776345266000
STOP;load_data;epoch-1;batch-1;time.time_ns-1619263776949467000
START;to_device;epoch-1;batch-1;time.time_ns-1619263776949479000
STOP;to_device;epoch-1;batch-1;time.time_ns-1619263776949488000
START;forward_path;epoch-1;batch-1;time.time_ns-1619263776949490000
STOP;forward_path;epoch-1;batch-1;time.time_ns-1619263780273108000
START;backward_path;epoch-1;batch-1;time.time_ns-1619263780273119000
STOP;backward_path;epoch-1;batch-1;time.time_ns-1619263785665094000
START;load_data;epoch-1;batch-2;time.time_ns-1619263785665105000
STOP;load_data;epoch-1;batch-2;time.time_ns-1619263786310400000
START;to_device;epoch-1;batch-2;time.time_ns-1619263786310423000
STOP;to_device;epoch-1;batch-2;time.time_ns-1619263786310436000
START;forward_path;epoch-1;batch-2;time.time_ns-1619263786310439000
STOP;forward_path;epoch-1;batch-2;time.time_ns-1619263789653521000
START;backward_path;epoch-1;batch-2;time.time_ns-1619263789653531000
STOP;backward_path;epoch-1;batch-2;time.time_ns-1619263795081281000
START;load_data;epoch-1;batch-3;time.time_ns-1619263795081293000
STOP;load_data;epoch-1;batch-3;time.time_ns-1619263795693174000
START;to_device;epoch-1;batch-3;time.time_ns-1619263795693187000
STOP;to_device;epoch-1;batch-3;time.time_ns-1619263795693196000
START;forward_path;epoch-1;batch-3;time.time_ns-1619263795693207000
STOP;forward_path;epoch-1;batch-3;time.time_ns-1619263799027766000
START;backward_path;epoch-1;batch-3;time.time_ns-1619263799027776000
STOP;backward_path;epoch-1;batch-3;time.time_ns-1619263804438077000
START;load_data;epoch-1;batch-4;time.time_ns-1619263804438089000
STOP;load_data;epoch-1;batch-4;time.time_ns-1619263805066613000
START;to_device;epoch-1;batch-4;time.time_ns-1619263805066624000
STOP;to_device;epoch-1;batch-4;time.time_ns-1619263805066634000
START;forward_path;epoch-1;batch-4;time.time_ns-1619263805066635000
STOP;forward_path;epoch-1;batch-4;time.time_ns-1619263808414060000
START;backward_path;epoch-1;batch-4;time.time_ns-1619263808414071000
STOP;backward_path;epoch-1;batch-4;time.time_ns-1619263813838417000
START;load_data;epoch-1;batch-5;time.time_ns-1619263813838428000
STOP;load_data;epoch-1;batch-5;time.time_ns-1619263814473929000
START;to_device;epoch-1;batch-5;time.time_ns-1619263814473941000
STOP;to_device;epoch-1;batch-5;time.time_ns-1619263814473949000
START;forward_path;epoch-1;batch-5;time.time_ns-1619263814473951000
STOP;forward_path;epoch-1;batch-5;time.time_ns-1619263817825242000
START;backward_path;epoch-1;batch-5;time.time_ns-1619263817825253000
STOP;backward_path;epoch-1;batch-5;time.time_ns-1619263823220302000
START;load_data;epoch-1;batch-6;time.time_ns-1619263823220314000
STOP;load_data;epoch-1;batch-6;time.time_ns-1619263823863100000
START;to_device;epoch-1;batch-6;time.time_ns-1619263823863112000
STOP;to_device;epoch-1;batch-6;time.time_ns-1619263823863120000
START;forward_path;epoch-1;batch-6;time.time_ns-1619263823863124000
STOP;forward_path;epoch-1;batch-6;time.time_ns-1619263827194993000
START;backward_path;epoch-1;batch-6;time.time_ns-1619263827195004000
STOP;backward_path;epoch-1;batch-6;time.time_ns-1619263832550073000
START;load_data;epoch-1;batch-7;time.time_ns-1619263832550084000
STOP;load_data;epoch-1;batch-7;time.time_ns-1619263833164106000
START;to_device;epoch-1;batch-7;time.time_ns-1619263833164118000
STOP;to_device;epoch-1;batch-7;time.time_ns-1619263833164127000
START;forward_path;epoch-1;batch-7;time.time_ns-1619263833164129000
STOP;forward_path;epoch-1;batch-7;time.time_ns-1619263836506998000
START;backward_path;epoch-1;batch-7;time.time_ns-1619263836507008000
STOP;backward_path;epoch-1;batch-7;time.time_ns-1619263841853772000
START;load_data;epoch-1;batch-8;time.time_ns-1619263841853784000
STOP;load_data;epoch-1;batch-8;time.time_ns-1619263842485430000
START;to_device;epoch-1;batch-8;time.time_ns-1619263842485442000
STOP;to_device;epoch-1;batch-8;time.time_ns-1619263842485453000
START;forward_path;epoch-1;batch-8;time.time_ns-1619263842485455000
STOP;forward_path;epoch-1;batch-8;time.time_ns-1619263845824890000
START;backward_path;epoch-1;batch-8;time.time_ns-1619263845824901000
STOP;backward_path;epoch-1;batch-8;time.time_ns-1619263851196994000
START;load_data;epoch-1;batch-9;time.time_ns-1619263851197006000
STOP;load_data;epoch-1;batch-9;time.time_ns-1619263851840970000
START;to_device;epoch-1;batch-9;time.time_ns-1619263851840983000
STOP;to_device;epoch-1;batch-9;time.time_ns-1619263851840992000
START;forward_path;epoch-1;batch-9;time.time_ns-1619263851840994000
STOP;forward_path;epoch-1;batch-9;time.time_ns-1619263855181749000
START;backward_path;epoch-1;batch-9;time.time_ns-1619263855181759000
STOP;backward_path;epoch-1;batch-9;time.time_ns-1619263860570134000
START;load_data;epoch-1;batch-10;time.time_ns-1619263860570146000
STOP;load_data;epoch-1;batch-10;time.time_ns-1619263861171428000
START;to_device;epoch-1;batch-10;time.time_ns-1619263861171439000
STOP;to_device;epoch-1;batch-10;time.time_ns-1619263861171450000
START;forward_path;epoch-1;batch-10;time.time_ns-1619263861171452000
STOP;forward_path;epoch-1;batch-10;time.time_ns-1619263864499180000
START;backward_path;epoch-1;batch-10;time.time_ns-1619263864499191000
STOP;backward_path;epoch-1;batch-10;time.time_ns-1619263869852379000
START;load_data;epoch-1;batch-11;time.time_ns-1619263869852391000
STOP;load_data;epoch-1;batch-11;time.time_ns-1619263870463034000
START;to_device;epoch-1;batch-11;time.time_ns-1619263870463046000
STOP;to_device;epoch-1;batch-11;time.time_ns-1619263870463056000
START;forward_path;epoch-1;batch-11;time.time_ns-1619263870463058000
STOP;forward_path;epoch-1;batch-11;time.time_ns-1619263873793064000
START;backward_path;epoch-1;batch-11;time.time_ns-1619263873793075000
STOP;backward_path;epoch-1;batch-11;time.time_ns-1619263879154546000
START;load_data;epoch-1;batch-12;time.time_ns-1619263879154558000
STOP;load_data;epoch-1;batch-12;time.time_ns-1619263879810197000
START;to_device;epoch-1;batch-12;time.time_ns-1619263879810209000
STOP;to_device;epoch-1;batch-12;time.time_ns-1619263879810218000
START;forward_path;epoch-1;batch-12;time.time_ns-1619263879810220000
STOP;forward_path;epoch-1;batch-12;time.time_ns-1619263883126176000
START;backward_path;epoch-1;batch-12;time.time_ns-1619263883126186000
STOP;backward_path;epoch-1;batch-12;time.time_ns-1619263888541381000
START;load_data;epoch-1;batch-13;time.time_ns-1619263888541392000
STOP;load_data;epoch-1;batch-13;time.time_ns-1619263889179209000
START;to_device;epoch-1;batch-13;time.time_ns-1619263889179221000
STOP;to_device;epoch-1;batch-13;time.time_ns-1619263889179229000
START;forward_path;epoch-1;batch-13;time.time_ns-1619263889179231000
STOP;forward_path;epoch-1;batch-13;time.time_ns-1619263892534849000
START;backward_path;epoch-1;batch-13;time.time_ns-1619263892534860000
STOP;backward_path;epoch-1;batch-13;time.time_ns-1619263897907032000
START;load_data;epoch-1;batch-14;time.time_ns-1619263897907042000
STOP;load_data;epoch-1;batch-14;time.time_ns-1619263898491455000
START;to_device;epoch-1;batch-14;time.time_ns-1619263898491467000
STOP;to_device;epoch-1;batch-14;time.time_ns-1619263898491475000
START;forward_path;epoch-1;batch-14;time.time_ns-1619263898491477000
STOP;forward_path;epoch-1;batch-14;time.time_ns-1619263901849027000
START;backward_path;epoch-1;batch-14;time.time_ns-1619263901849038000
STOP;backward_path;epoch-1;batch-14;time.time_ns-1619263907259589000
START;load_data;epoch-1;batch-15;time.time_ns-1619263907259612000
STOP;load_data;epoch-1;batch-15;time.time_ns-1619263907897286000
START;to_device;epoch-1;batch-15;time.time_ns-1619263907897298000
STOP;to_device;epoch-1;batch-15;time.time_ns-1619263907897306000
START;forward_path;epoch-1;batch-15;time.time_ns-1619263907897308000
STOP;forward_path;epoch-1;batch-15;time.time_ns-1619263911233358000
START;backward_path;epoch-1;batch-15;time.time_ns-1619263911233369000
STOP;backward_path;epoch-1;batch-15;time.time_ns-1619263916629567000
START;load_data;epoch-1;batch-16;time.time_ns-1619263916629579000
STOP;load_data;epoch-1;batch-16;time.time_ns-1619263917248969000
START;to_device;epoch-1;batch-16;time.time_ns-1619263917248990000
STOP;to_device;epoch-1;batch-16;time.time_ns-1619263917249000000
START;forward_path;epoch-1;batch-16;time.time_ns-1619263917249002000
STOP;forward_path;epoch-1;batch-16;time.time_ns-1619263920590224000
START;backward_path;epoch-1;batch-16;time.time_ns-1619263920590236000
STOP;backward_path;epoch-1;batch-16;time.time_ns-1619263925983391000
START;load_data;epoch-1;batch-17;time.time_ns-1619263925983402000
STOP;load_data;epoch-1;batch-17;time.time_ns-1619263926634815000
START;to_device;epoch-1;batch-17;time.time_ns-1619263926634827000
STOP;to_device;epoch-1;batch-17;time.time_ns-1619263926634838000
START;forward_path;epoch-1;batch-17;time.time_ns-1619263926634840000
STOP;forward_path;epoch-1;batch-17;time.time_ns-1619263929978341000
START;backward_path;epoch-1;batch-17;time.time_ns-1619263929978354000
STOP;backward_path;epoch-1;batch-17;time.time_ns-1619263935366282000
START;load_data;epoch-1;batch-18;time.time_ns-1619263935366293000
STOP;load_data;epoch-1;batch-18;time.time_ns-1619263935989693000
START;to_device;epoch-1;batch-18;time.time_ns-1619263935989704000
STOP;to_device;epoch-1;batch-18;time.time_ns-1619263935989713000
START;forward_path;epoch-1;batch-18;time.time_ns-1619263935989715000
STOP;forward_path;epoch-1;batch-18;time.time_ns-1619263939321635000
START;backward_path;epoch-1;batch-18;time.time_ns-1619263939321646000
STOP;backward_path;epoch-1;batch-18;time.time_ns-1619263944692314000
START;load_data;epoch-1;batch-19;time.time_ns-1619263944692326000
STOP;load_data;epoch-1;batch-19;time.time_ns-1619263945321803000
START;to_device;epoch-1;batch-19;time.time_ns-1619263945321814000
STOP;to_device;epoch-1;batch-19;time.time_ns-1619263945321823000
START;forward_path;epoch-1;batch-19;time.time_ns-1619263945321824000
STOP;forward_path;epoch-1;batch-19;time.time_ns-1619263948663778000
START;backward_path;epoch-1;batch-19;time.time_ns-1619263948663789000
